formula_pretty,formation_energy_per_atom,density,spacegroup_number,volume_per_atom,mean MeltingT,mean CovalentRadius,avg_dev CovalentRadius,range Electronegativity,mean Electronegativity,mean NpValence,mean NdValence,range GSvolume_pa,d_electron_density,chem_geo_coupling,range Polarizability,mean Polarizability
LiMg,-0.011370676,1.221338524,156,21.24112301,688.345,134.5,6.5,0.33,1.145,0,0,6.296666667,0,7.4425,13.56833333,17.55083333
MgZn3,-0.057860312,5.89515321,194,15.52979153,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
Mg15Al,0.039757761,1.849547685,187,21.9714168,923.654375,139.75,2.34375,0.3,1.32875,0.0625,0,6.41,0,3.114257813,3.966666667,10.51875
Mg15Ga,0.017896438,2.054786556,187,21.93563589,884.244375,139.8125,2.2265625,0.5,1.34125,0.0625,0.625,4.0325,0.027608484,2.986376953,2.646666667,10.60125
MgAl2,0.029713202,2.348385368,141,18.44773883,929.98,127.6666667,8.888888889,0.3,1.51,0.666666667,0,6.41,0,13.42222222,3.966666667,8.122222222
MgIn2,-0.008914216,5.558201818,12,25.28869137,594.1666667,141.6666667,0.444444444,0.47,1.623333333,0.666666667,6.666666667,1.37,0.280072819,0.721481481,1.116666667,10.02222222
CaMg3,-0.046353166,1.820043594,225,25.7726369,971,149.75,13.125,0.31,1.2325,0,0,14.88,0,16.1765625,14.96666667,14.50833333
SrMg4,-0.02593932,2.087348067,194,29.40899468,948.4,151.8,17.28,0.36,1.238,0,0,31.34,0,21.39264,14.78333333,13.72333333
Sr2Mg,-0.002962843,2.553995507,12,43.24626089,1007.666667,177,24,0.36,1.07,0,0,31.34,0,25.68,14.78333333,20.62222222
MgGa,-0.090999016,4.110220495,8,18.99377023,612.955,131.5,9.5,0.5,1.56,0.5,5,4.0325,0.239535302,14.82,2.646666667,9.443333333
Ca2Mg,-0.01652075,1.635907456,63,35.34461787,1051,164.3333333,15.55555556,0.31,1.103333333,0,0,14.88,0,17.16296296,14.96666667,20.74444444
MgTl3,0.034320761,9.728605306,139,27.20119512,663.5,144,1.5,0.31,1.5425,0.75,7.5,4.02,0.289519398,2.31375,3.216666667,8.354166667
Mg5In,-0.006579465,2.920577847,155,22.39606939,840.7916667,141.1666667,0.277777778,0.47,1.388333333,0.166666667,1.666666667,1.37,0.072092856,0.385648148,1.116666667,10.58055556
MgHg2,-0.088477013,10.75617807,63,21.89546201,463.88,135,4,0.69,1.77,0,6.666666667,2.347586207,0.272608914,7.08,5.406666667,7.162222222
MgIn3,-0.027532086,6.142209418,44,24.9233901,553.0625,141.75,0.375,0.47,1.6625,0.75,7.5,1.37,0.313577924,0.6234375,1.116666667,9.929166667
MgZn,-0.063049163,4.288360017,221,17.36953068,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
MgIn2,-0.007423916,5.802644428,12,24.22337817,594.1666667,141.6666667,0.444444444,0.47,1.623333333,0.666666667,6.666666667,1.37,0.280072819,0.721481481,1.116666667,10.02222222
LiMg,-0.008829643,1.204116675,164,21.54492365,688.345,134.5,6.5,0.33,1.145,0,0,6.296666667,0,7.4425,13.56833333,17.55083333
Ca3Mg,-0.000603741,1.622405471,221,36.98407402,1067,167.25,13.125,0.31,1.0775,0,0,14.88,0,14.1421875,14.96666667,21.99166667
MgGa5,-0.024002622,5.695046715,155,18.12242169,406.2583333,125.1666667,5.277777778,0.5,1.726666667,0.833333333,8.333333333,4.0325,0.426703079,9.112962963,2.646666667,8.561111111
MgCd,-0.050738749,5.344944956,8,21.23709981,758.61,142.5,1.5,0.38,1.5,0,5,3.395,0.235932523,2.25,3.446666667,9.043333333
MgGa,-0.08927212,4.143210181,38,18.8425352,612.955,131.5,9.5,0.5,1.56,0.5,5,4.0325,0.239535302,14.82,2.646666667,9.443333333
Mg7Al,0.041225046,1.902196583,187,21.5093248,924.30875,138.5,4.375,0.3,1.3475,0.125,0,6.41,0,5.8953125,3.966666667,10.27083333
Mg5Ag,-0.032743166,3.063034219,8,20.72652709,974.9883333,141.6666667,1.111111111,0.62,1.413333333,0,1.666666667,6.56,0.076464291,1.57037037,3.776666667,10.13722222
MgGa2,-0.075494737,4.954055724,15,18.29577945,509.6066667,128.3333333,8.444444444,0.5,1.643333333,0.666666667,6.666666667,4.0325,0.330005775,13.87703704,2.646666667,9.002222222
MgIn2,-0.006587258,5.765038099,155,24.38139141,594.1666667,141.6666667,0.444444444,0.47,1.623333333,0.666666667,6.666666667,1.37,0.280072819,0.721481481,1.116666667,10.02222222
MgZn5,-0.023192937,6.409098997,38,15.17192982,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
Mg13Al16,0.033463217,2.192603553,217,19.52543504,928.7765517,129.9655172,9.892984542,0.3,1.475517241,0.551724138,0,6.41,0,14.59726926,3.966666667,8.57816092
MgHg3,-0.054414333,11.598321,221,22.40888996,406.49,134.25,3.375,0.69,1.8275,0,7.5,2.347586207,0.304251123,6.1678125,5.406666667,6.711666667
MgNi,-0.137469887,5.064815568,221,13.60583459,1325.5,132.5,8.5,0.6,1.61,0,4,12.57,0.240891298,13.685,3.966666667,8.783333333
Ca3Mg,0.000296642,1.630015785,194,36.81140058,1067,167.25,13.125,0.31,1.0775,0,0,14.88,0,14.1421875,14.96666667,21.99166667
LiMg,-0.007743541,1.202496229,187,21.57395692,688.345,134.5,6.5,0.33,1.145,0,0,6.296666667,0,7.4425,13.56833333,17.55083333
MgZn,-0.061552416,4.279016562,38,17.40745796,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg15Bi,0.016866382,2.609205558,187,22.81372451,899.3375,141.4375,0.8203125,0.71,1.354375,0.1875,0.625,10.06,0.026574542,1.111010742,10.36666667,10.11875
MgGa5,-0.022538379,5.663719214,8,18.22266151,406.2583333,125.1666667,5.277777778,0.5,1.726666667,0.833333333,8.333333333,4.0325,0.426703079,9.112962963,2.646666667,8.561111111
CaMg15,0.022977441,1.779245106,187,23.60348331,935,143.1875,4.1015625,0.31,1.290625,0,0,14.88,0,5.293579102,14.96666667,11.70208333
Mg3Al,0.039522056,2.021071305,139,20.51908121,925.6175,136,7.5,0.3,1.385,0.25,0,6.41,0,10.3875,3.966666667,9.775
Mg5In,-0.004221292,2.914940478,189,22.43938242,840.7916667,141.1666667,0.277777778,0.47,1.388333333,0.166666667,1.666666667,1.37,0.072092856,0.385648148,1.116666667,10.58055556
Mg7Ga,-0.001618809,2.328755213,187,21.37910295,845.48875,138.625,4.15625,0.5,1.3725,0.125,1.25,4.0325,0.055838626,5.704453125,2.646666667,10.43583333
Mg5In,-0.004060647,2.899863421,38,22.55604992,840.7916667,141.1666667,0.277777778,0.47,1.388333333,0.166666667,1.666666667,1.37,0.072092856,0.385648148,1.116666667,10.58055556
MgCd,-0.049065366,5.322965094,59,21.32479314,758.61,142.5,1.5,0.38,1.5,0,5,3.395,0.235932523,2.25,3.446666667,9.043333333
MgHg5,-0.020116015,11.00604472,155,25.83121521,349.1,133.5,2.5,0.69,1.885,0,8.333333333,2.347586207,0.335395049,4.7125,5.406666667,6.261111111
MgNi,-0.136087397,5.047594077,123,13.65225527,1325.5,132.5,8.5,0.6,1.61,0,4,12.57,0.240891298,13.685,3.966666667,8.783333333
MgPb5,0.036780824,9.943330551,155,29.51187341,654.3416667,145.1666667,1.388888889,1.02,2.16,1.666666667,8.333333333,5.22,0.305922663,3,3.771666667,7.623611111
Mg15Zn,0.032650389,2.05338869,187,21.73252784,908.605,139.8125,2.2265625,0.34,1.33125,0,0.625,8.93,0.027986902,2.964111328,4.95,10.45729167
MgHg5,-0.01944945,11.89250887,155,23.90576395,349.1,133.5,2.5,0.69,1.885,0,8.333333333,2.347586207,0.335395049,4.7125,5.406666667,6.261111111
Ca11(Cd9Au2)2,-0.408541299,6.44056803,109,25.40843124,857.8872727,153.6969697,14.86868687,1.54,1.563030303,0,6.666666667,21.07,0.264048585,23.24020814,19.93333333,13.27353535
Ca21(Zn18Ni)2,-0.283388431,4.337118809,227,21.50380683,878.0928814,141.2881356,24.71014076,0.91,1.427457627,0,6.372881356,27.45,0.285633978,35.2726789,19.91666667,12.93898305
CaBiAu4,-0.432268994,13.47322363,216,21.29970254,1168.12,144.6666667,11.55555556,1.54,2.196666667,0.5,8.333333333,21.07,0.363583479,25.3837037,25.33333333,8.222222222
CaAlGa,-0.466938088,3.497656121,12,21.64618639,783.7933333,139.6666667,24.22222222,0.81,1.473333333,0.666666667,3.333333333,21.29,0.136784872,35.68740741,18.93333333,13.55111111
CaIn4Pd,-0.525335052,7.063762283,63,23.73392323,777.0083333,147.1666667,9.611111111,1.2,1.72,0.666666667,8.333333333,23.36,0.335075727,16.53111111,20.93333333,11.52222222
Ca5(AlBi3)2,-0.686273708,6.102031092,55,31.57188274,823.7184615,154.6153846,16.44970414,1.02,1.564615385,1.538461538,4.615384615,21.29,0.143024004,25.73746017,25.33333333,11.12820513
Ca3Mg2Ni13,-0.167422948,6.154773738,166,13.96736015,1536.388889,134.5555556,15.24691358,0.91,1.691666667,0,5.777777778,27.45,0.354646206,25.79269547,18.93333333,10.3962963
SrCaTl2,-0.49382607,7.077509316,225,31.4665932,829.75,165.25,20.25,0.67,1.2975,0.5,5,27.32,0.137155397,26.274375,18.18333333,16.59583333
CaIn4Ni,-0.270970592,6.874428365,63,22.46617991,760.3333333,144.6666667,10.44444444,0.91,1.671666667,0.666666667,8,27.45,0.330737959,17.45962963,18.93333333,11.85555556
Ca6Cd32Cu,-0.153578376,7.031588631,200,23.62247868,693.9182051,148.6153846,8.426035503,0.9,1.589230769,0,8.461538462,26.7,0.383039476,13.39091488,19.58333333,10.12282051
Sr3CaAg4,-0.270193016,4.899239035,6,31.11498071,1150.59,167.625,22.625,0.98,1.44625,0,5,37.9,0.150500414,32.72140625,18.74333333,16.29291667
ZnNi3,-0.113473455,9.105029598,221,11.01045984,1469.17,123.5,0.75,0.26,1.845,0,8.5,3.64,0.756901158,1.38375,0.983333333,6.554166667
Ca3Zn,-0.119407757,2.236589828,63,34.45730751,1009.42,162.5,20.25,0.65,1.1625,0,2.5,23.81,0.078573112,23.540625,19.91666667,20.75416667
ZnRh3,-0.197140484,11.37937263,139,13.64859973,1850.92,137,7.5,0.63,2.1225,0,8.5,0.32,0.619533528,15.91875,2.783333333,7.904166667
ZnCu3,-0.021427165,8.910634445,187,11.92889376,1191.4975,129.5,3.75,0.25,1.8375,0,10,2.89,0.847996608,6.890625,0.333333333,6.066666667
Al2Zn,0.024578678,4.275531933,164,15.45398333,853.2066667,121.3333333,0.444444444,0.04,1.623333333,0.666666667,3.333333333,2.52,0.21312873,0.721481481,0.983333333,6.472222222
SrZn5,-0.220223092,6.291555758,191,18.24051842,752.2333333,134.1666667,20.27777778,0.7,1.533333333,0,8.333333333,40.27,0.403128275,31.09259259,19.73333333,9.105555556
ZnCu3,-0.020386817,8.894196087,166,11.95094088,1191.4975,129.5,3.75,0.25,1.8375,0,10,2.89,0.847996608,6.890625,0.333333333,6.066666667
Li3Zn,-0.085030139,2.24122412,139,15.97247722,513.4375,126.5,2.25,0.67,1.1475,0,2.5,2.633333333,0.156887355,2.581875,18.51833333,19.70541667
CaZn2,-0.277660931,4.83325751,194,19.57130594,833.4533333,140,24,0.65,1.433333333,0,6.666666667,23.81,0.304460344,34.4,19.91666667,12.45555556
ZnAg,-0.010179865,9.115697701,187,15.78231143,963.805,133.5,11.5,0.28,1.79,0,10,2.37,0.660283922,20.585,1.173333333,6.403333333
CaZn,-0.221334727,3.60611342,221,24.28726777,903.84,149,27,0.65,1.325,0,5,23.81,0.193311425,35.775,19.91666667,15.775
Mg3Zn,-0.026333485,2.940288087,194,19.52975347,865.42,136.25,7.125,0.34,1.395,0,2.5,8.93,0.121021421,9.939375,4.95,9.529166667
Zn3Au,-0.149453557,10.97000917,194,14.87950629,853.8425,125.5,5.25,0.89,1.8725,0,10,2.74,0.682826903,9.830625,0.016666667,5.8125
ZnCu2,-0.03288788,8.784995339,164,12.12884084,1136.073333,128.6666667,4.444444444,0.25,1.816666667,0,10,2.89,0.831024931,8.074074074,0.333333333,6.038888889
Li3Zn,-0.082398709,2.243598071,225,15.95557674,513.4375,126.5,2.25,0.67,1.1475,0,2.5,2.633333333,0.156887355,2.581875,18.51833333,19.70541667
ZnPd3,-0.318895511,10.92712575,194,14.61404209,1544.2075,134.75,6.375,0.55,2.0625,0,10,0.45,0.699422976,13.1484375,1.016666667,5.054166667
Zn3Ni,-0.169119675,8.365757075,139,12.64993949,951.51,122.5,0.75,0.26,1.715,0,9.5,3.64,0.727969349,1.28625,0.983333333,6.0625
ZnPd3,-0.317801142,10.96180271,221,14.5678115,1544.2075,134.75,6.375,0.55,2.0625,0,10,0.45,0.699422976,13.1484375,1.016666667,5.054166667
MgZn5,-0.037178825,5.949176145,12,16.34485142,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
Mg5Zn,-0.004514537,2.505171551,38,20.65136083,884.6133333,137.8333333,5.277777778,0.34,1.366666667,0,1.666666667,8.93,0.077875555,7.212962963,4.95,9.941666667
Li3Zn,-0.077876816,2.20951817,194,16.20167767,513.4375,126.5,2.25,0.67,1.1475,0,2.5,2.633333333,0.156887355,2.581875,18.51833333,19.70541667
MgZn,-0.073122858,4.298807194,51,17.32731838,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Zn3Ni,-0.164081999,8.390009646,194,12.61337296,951.51,122.5,0.75,0.26,1.715,0,9.5,3.64,0.727969349,1.28625,0.983333333,6.0625
Al3Zn,0.036298491,3.88762315,221,15.62817994,873.2725,121.25,0.375,0.04,1.62,0.75,2.5,2.52,0.157728707,0.6075,0.983333333,6.554166667
Mg2Zn,-0.034285647,3.325508047,63,18.97785252,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
ZnPd2,-0.424092697,10.74998793,123,14.32694119,1449.593333,133.3333333,7.555555556,0.55,2.016666667,0,10,0.45,0.701262272,15.23703704,1.016666667,5.138888889
ZnCu,-0.052447235,8.191559501,65,13.07045473,1025.225,127,5,0.25,1.775,0,10,2.89,0.799041151,8.875,0.333333333,5.983333333
MgZn3,-0.057860312,5.89515321,194,15.52979153,750.26,126.75,7.125,0.34,1.565,0,7.5,8.93,0.463177397,11.150625,4.95,7.054166667
MgZn,-0.063049163,4.288360017,221,17.36953068,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
MgZn5,-0.023192937,6.409098997,38,15.17192982,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
MgZn,-0.061552416,4.279016562,38,17.40745796,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
Mg15Zn,0.032650389,2.05338869,187,21.73252784,908.605,139.8125,2.2265625,0.34,1.33125,0,0.625,8.93,0.027986902,2.964111328,4.95,10.45729167
SrZn2,-0.181773925,5.42175249,194,22.30058966,811.7866667,146.3333333,32.44444444,0.7,1.416666667,0,6.666666667,40.27,0.243457091,45.96296296,19.73333333,12.39444444
Mg2Zn,-0.024541598,3.332292403,63,18.93921471,846.2266667,134.6666667,8.444444444,0.34,1.423333333,0,3.333333333,8.93,0.167392032,12.01925926,4.95,9.116666667
ZnPd4,-0.230506276,10.74793539,166,15.17449519,1600.976,135.6,5.44,0.55,2.09,0,10,0.45,0.698324022,11.3696,1.016666667,5.003333333
Zn5Pd3,-0.425067865,9.568321479,123,14.02041497,1118.44375,128.375,7.96875,0.55,1.85625,0,10,0.45,0.707776696,14.79199219,1.016666667,5.435416667
MgZn5,-0.019699128,6.40844572,155,15.17347644,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
ZnAg,0.01257682,9.107652595,65,15.79625249,963.805,133.5,11.5,0.28,1.79,0,10,2.37,0.660283922,20.585,1.173333333,6.403333333
MgZn5,-0.018847739,6.453731204,189,15.06700498,731.0666667,125.1666667,5.277777778,0.34,1.593333333,0,8.333333333,8.93,0.539432517,8.409259259,4.95,6.641666667
MgZn,-0.05732246,4.241423956,194,17.56174381,807.84,131.5,9.5,0.34,1.48,0,5,8.93,0.271370421,14.06,4.95,8.291666667
LiMg14Bi,0.010883938,2.487541789,187,23.2050762,870.005625,140.625,1.578125,1.04,1.33375,0.1875,0.625,16.35666667,0.027026784,2.104824219,23.935,10.96677083
LiMgIn2,-0.077964025,4.879707364,216,22.19419734,559.0475,138.25,5.125,0.8,1.4625,0.5,5,7.666666667,0.227264119,7.4953125,14.685,13.60041667
Zn2NiIr,-0.216804807,12.44422891,225,12.73431495,1463.09,127.25,6.875,0.55,1.8525,0,8.75,3.89,0.667302193,12.7359375,1.783333333,6.508333333
Ca21(Zn18Ni)2,-0.283388431,4.337118809,227,21.50380683,878.0928814,141.2881356,24.71014076,0.91,1.427457627,0,6.372881356,27.45,0.285633978,35.2726789,19.91666667,12.93898305
Ca3Mg2Ni13,-0.167422948,6.154773738,166,13.96736015,1536.388889,134.5555556,15.24691358,0.91,1.691666667,0,5.777777778,27.45,0.354646206,25.79269547,18.93333333,10.3962963
GaCuNi2,-0.240820985,9.197539101,225,11.31345416,1279.17,125.5,3.25,0.1,1.8825,0.25,9,8.5375,0.711919711,6.118125,1.97,6.9675
Zn2CuNi,-0.163784275,8.716412109,123,12.05231274,1117.7825,125,3.5,0.26,1.7775,0,9.5,3.64,0.77063476,6.22125,0.983333333,6.145833333
NiBi6Rh,-0.074423691,10.70223609,26,27.45293106,903.925,144.25,5.625,0.37,2.03875,2.25,9.5,22.63,0.342867455,11.46796875,8.2,2.225
Ga3Ni5Sn2,-0.326952853,8.363449611,63,14.69360081,1055.889,126.4,5.04,0.15,1.89,0.7,9,22.965,0.515043564,9.5256,1.32,7.248
MgAlRh2,-0.834185794,7.731401681,225,13.80475768,1582.6175,136.5,7.75,0.97,1.87,0.25,4,9.25,0.240060015,14.4925,3.966666667,8.691666667
LiMg2Pd,-0.459120258,4.040178717,225,16.64277697,1031.935,137.25,4.625,1.22,1.45,0,2.5,8.48,0.130236596,6.70625,19.535,12.66708333
Sr2MgIn,-0.252093635,3.797158846,225,34.36859398,863.1875,168.25,26.75,0.83,1.2475,0.25,2.5,31.34,0.064263222,33.370625,15.9,17.87916667
Mg2PdAu,-0.658968265,8.867419607,225,16.4789781,1252.845,139.25,1.75,1.23,1.84,0,5,8.48,0.260111848,3.22,5.966666667,8.033333333
Mg3HgAu2,-0.459501998,10.01521212,123,18.44372821,946.33,137.8333333,3.166666667,1.23,1.835,0,5,8.537586207,0.235649743,5.810833333,5.406666667,8.21
MgCdPd2,-0.558073579,8.796368368,225,16.49690445,1293.33,140.75,1.75,0.89,1.85,0,7.5,8.48,0.421318728,3.2375,5.966666667,6.921666667
Cd85Pd27,-0.204906692,9.305930534,42,19.80077199,891.6611607,142.7946429,1.829559949,0.51,1.812946429,0,10,5.085,0.547370788,3.316894175,2.52,6.7125
Li3Cd,-0.181382305,3.05177595,139,18.12389455,488.8225,132,6,0.71,1.1575,0,2.5,2.901666667,0.144352219,6.945,17.015,20.08125
CaCd,-0.33554151,4.581056613,221,27.63706751,854.61,160,16,0.69,1.345,0,5,18.275,0.174626735,21.52,18.41333333,16.52666667
SrCd6,-0.16147539,7.143265274,71,25.30802544,659.3314286,151.2857143,12.48979592,0.74,1.584285714,0,8.571428571,34.735,0.35046729,19.78740525,18.23,9.924285714
CdAg3,-0.046257174,10.0537467,139,18.00375917,1074.7525,144.75,0.375,0.24,1.87,0,10,3.165,0.584069504,0.70125,0.33,7.0725
CaCd6,-0.156138329,7.004554128,71,24.19911807,668.6171429,148.5714286,7.836734694,0.69,1.591428571,0,8.571428571,18.275,0.387747189,12.4716035,18.41333333,9.95047619
CdPt3,-0.169653455,18.01359787,65,16.0780855,1679.605,138,3,0.59,2.1325,0,9.25,4.475,0.573154674,6.3975,0.82,6.705
Cd3Pt,-0.157466428,11.88104506,139,18.59965116,956.015,142,3,0.59,1.8375,0,9.75,4.475,0.530576151,5.5125,0.82,7.115
CdAu3,-0.153912301,16.1509597,194,18.07748466,1151.5525,138,3,0.85,2.3275,0,10,2.795,0.574753933,6.9825,1.52,6.18
CaCd2,-0.305773327,5.600886039,74,26.17900071,767.8133333,154.6666667,14.22222222,0.69,1.46,0,6.666666667,18.275,0.260552371,20.76444444,18.41333333,13.45777778
Ca3Cd2,-0.27349162,3.671664974,136,31.21085241,906.688,163.2,15.36,0.69,1.276,0,4,18.275,0.131319764,19.59936,18.41333333,18.368
Cu2PtAu,2.06308307,2.095311529,71,102.8554114,1523.5675,134,2,0.64,2.155,0,9.75,5.63,0.724099517,4.31,0.7,6.15
CuPd2Au,2.086449245,1.018945708,71,192.851402,1587.8,136.5,2.5,0.64,2.21,0,10,5.63,0.706838664,5.525,1.35,5.3875
SnRh2Au,2.141133156,1.02894021,71,210.3986394,1579.1025,139.75,2.25,0.58,2.265,0.5,9,19.645,0.465928946,5.09625,2.8,7.515
LiInPt,-0.599565448,10.55253083,187,16.61939959,974.9466667,135.3333333,4.888888889,1.3,1.68,0.333333333,6.333333333,9.24,0.340054886,8.213333333,17.835,13.495
Li8CaSn7,-0.344105259,4.286651372,63,22.43323974,517.505,135.8125,7.8125,0.98,1.41,0.875,4.375,21.17666667,0.173477016,11.015625,18.67333333,16.86458333
CaZnAg,-0.314119316,5.395864118,12,21.88618523,1014.203333,147.6666667,18.88888889,0.93,1.526666667,0,6.666666667,23.81,0.29385836,28.83703704,19.91666667,12.84666667
CaGa3Pt,-0.654726747,7.634904639,107,19.32778519,813.026,135.6,16.32,1.28,1.742,0.6,7.8,22.75,0.356612184,28.42944,19.23333333,11.31866667
Ca(CdAu2)2,-0.438056579,12.24153222,139,20.40080204,1093.251429,144,9.142857143,1.54,2.077142857,0,8.571428571,21.07,0.417943717,18.99102041,19.93333333,9.081904762
Ca(AlGa)2,-0.407275226,3.928291981,139,19.73959243,717.552,132.4,17.44,0.81,1.568,0.8,4,21.29,0.184425285,27.34592,18.93333333,11.11466667
Ca(AlZn)2,-0.289469076,3.934820574,139,18.97861797,873.46,132.4,17.44,0.65,1.504,0.4,4,23.81,0.202736949,26.22976,19.91666667,10.19333333
SrCaPb6,-0.308462465,9.329383087,123,30.50080675,721.0825,155.875,14.8125,1.38,1.99125,1.5,7.5,26.12,0.230184915,29.49539063,18.73833333,11.65666667
CaAl3Au,-0.55026575,5.252778173,107,20.1049215,1050.548,135,16.8,1.54,1.674,0.6,2,21.29,0.096237128,28.1232,19.93333333,10.38666667
Ca(CuSn)2,-0.317747624,6.349256762,12,21.16271325,968.14,143.6,12.96,0.96,1.744,0.8,8,26.7,0.316255534,22.60224,19.58333333,10.43066667
Ca(Al2Cu)4,-0.290848722,4.324089826,139,15.06879566,1077.987692,128.6153846,9.372781065,0.9,1.652307692,0.615384615,3.076923077,26.7,0.187012016,15.48671825,19.58333333,8.056410256
Li2InBi,0.863269929,0.510679651,71,274.502565,470.3825,136.5,8.5,1.04,1.44,1,5,16.35666667,0.221247096,12.24,23.935,14.68
SrBiAu2,0.726285274,0.865750416,71,331.1167676,1067.265,153.75,20.625,1.59,2.0125,0.75,7.5,37.53,0.248797479,41.5078125,25.15,9.3875
CaBiAu2,0.746465917,0.89784715,71,297.2979777,1083.515,149,13.5,1.54,2.025,0.75,7.5,21.07,0.288129082,27.3375,25.33333333,9.433333333
Li2GaBi,0.935079041,0.439624836,71,276.2864193,438.6725,131.5,8.25,1.04,1.4475,1,5,16.35666667,0.235310266,11.941875,23.935,14.2975
LiAg2Bi,1.174146193,0.662343142,71,270.548827,866.9875,141.5,6.75,1.04,1.715,0.75,7.5,16.62,0.364948704,11.57625,23.935,9.67875
Sr2HgBi,0.657122449,0.568339871,71,427.1654011,719.68,167.5,27.5,1.07,1.48,0.75,5,28.99241379,0.12001374,40.7,25.15,14.215
Ca2HgBi,0.565723295,0.542012919,71,375.0878393,752.18,158,18,1.02,1.505,0.75,5,12.53241379,0.149557773,27.09,25.33333333,14.30666667
Li2SnBi,1.040334497,0.536132741,71,264.4840872,489.215,135.75,7.75,1.04,1.485,1.25,5,16.69166667,0.201163395,11.50875,23.935,14.0325
Sr2AgBi,0.684280261,0.506553651,71,403.2802564,969.8325,170.75,24.25,1.07,1.4625,0.75,5,37.9,0.126790922,35.465625,25.15,14.6225
LiBi2Pd,1.170789814,0.881986451,71,250.0833785,842.635,140.75,7.25,1.22,1.805,1.5,7.5,18.54,0.309586874,13.08625,23.935,7.48375
NaBiPd2,1.401344362,0.747381347,71,247.0708782,1142.8425,148,9,1.27,1.8375,0.75,7.5,18.54,0.329622033,16.5375,23.71,8.5275
BiPd2Au,1.536553149,1.090951142,71,235.4642422,1384.4575,140.5,3.75,0.52,2.24,0.75,10,18.54,0.509748949,8.4,5.4,3.95
Sr2(BiPd)3,1.16442324,1.898559253,123,122.6059261,1152.16875,156.375,19.3125,1.25,1.82,1.125,7.5,39.82,0.239482717,35.14875,25.15,8.3375
MgBiPd2,1.430642809,0.773817925,71,239.3355824,1280.875,141.75,3.125,0.89,1.9325,0.75,7.5,18.54,0.354358611,6.0390625,10.36666667,5.191666667
MgBiRh2,2.157879081,0.796116928,71,228.966594,1485.35,143.25,2.375,0.97,1.9725,0.75,6.5,19.31,0.31280077,4.6846875,10.36666667,7.091666667
NaSrMg6,0.096997795,1.921797745,38,27.69726004,869.85875,150.875,14.8125,0.38,1.2175,0,0,31.34,0,18.03421875,14.78333333,14.2825
NaSrMg6,0.097217362,1.91414478,38,27.80799678,869.85875,150.875,14.8125,0.38,1.2175,0,0,31.34,0,18.03421875,14.78333333,14.2825
NaMg6Cu,0.111339429,2.211721322,38,21.8072477,908.33,143,5.75,0.97,1.33625,0,1.25,18.17333333,0.056289403,7.6834375,17.96,11.8575
NaMg6Cu,0.11164519,2.210657998,38,21.81773695,908.33,143,5.75,0.97,1.33625,0,1.25,18.17333333,0.056289403,7.6834375,17.96,11.8575
NaInSn4,0.022033859,6.062238479,97,27.96891936,470.1566667,144,7.333333333,1.03,1.758333333,1.5,8.333333333,9.025,0.267890629,12.89444444,17.05,10.33333333
Li2SnPt,-0.478891898,9.218631781,225,14.75595327,863.465,132.75,4.75,1.3,1.55,0.5,4.75,18.265,0.233152674,7.3625,17.835,15.5575
Cu3SnAu,0.104271397,10.42497324,198,16.12963607,1183.144,134.2,2.64,0.64,2.04,0.4,10,22.215,0.600997656,5.3856,1.26,6.262
Li2SnIr,-0.23374328,9.35315622,225,14.41647132,1037.865,134,6,1.22,1.53,0.5,4.25,19.075,0.210704621,9.18,17.275,15.8325
SrMg6Sn,-0.015395707,2.796922672,38,26.13476963,886.635,147.5,11.875,1.01,1.34625,0.25,1.25,31.34,0.044473105,15.98671875,18.49,12.15125
Tl2InSn,1.077332977,0.848466862,71,314.2595555,522.2075,142.75,2.25,0.34,1.745,1.25,10,9.025,0.359179275,3.92625,2.59,7.9525
SnHgPb2,1.103827502,1.288182896,71,236.4449793,485.155,140.75,5.25,0.37,2.155,1.5,10,8.047413793,0.348606401,11.31375,1.7,6.6025
Mg2SnHg,0.995264203,0.558821331,71,273.3113852,646.35,138.25,3.125,0.69,1.645,0.5,5,10.395,0.1917498,5.140625,5.406666667,8.488333333
In2GaSn,1.190947342,0.509773717,71,340.4549329,416.8725,136.25,7.125,0.18,1.8325,1.25,10,14.4275,0.397367441,13.0565625,2.59,8.62
